ID	SzamlaSzam	DevizaNem	ErtekNap	TranzakcioTipus	PartnerNeve	PartnerSzamlaszama	Osszeg	Kozlemeny	_Besorolas
653	11718011-01234028-51450007	HUF	5/31/2020		Konyvelesi teteldij 'IZV'	01234567-98765432	-11		101
654	11718011-01234028-51450007	HUF	5/31/2020		Allando megbizas dija	01234567-98765432	-107		101
655	11718011-01234028-51450007	HUF	5/31/2020		Konyvelesi teteldij	01234567-98765432	-33		101
656	11718011-01234028-51450007	HUF	6/1/2020	Bejovo forint atutalas	NAGY GEZANE	01234567-98765432	28680	Kozos koltseg Junius, Julius       NAGY GEZANE	3
657	11718011-01234028-51450007	HUF	6/2/2020	Bejovo forint atutalas	Erdei Eniko	01234567-98765432	14340	Kisvarday-Papp kozos ktsg	7
658	11718011-01234028-51450007	HUF	6/4/2020	Kimeno forint atutalas	 D&W  Kft	01234567-98765432	-27000	kozos kepviseleti dij	51
659	11718011-01234028-51450007	HUF	6/12/2020	Bejovo forint atutalas	Smith Pal	01234567-98765432	43020	ugyfelszam: 285145, Smith Pal   2020.04-05-06 kozos koltseg havi   kozoskoltseg+Fundamenta	1
660	11718011-01234028-51450007	HUF	6/15/2020	Bejovo forint atutalas	Szekeres Lajos	01234567-98765432	10156	FSZT 2. KOZOS KSG JANUAR	2
661	11718011-01234028-51450007	HUF	6/16/2020	Bejovo forint atutalas	Bond Jakab ES NEJE   LAFO	01234567-98765432	6300	KOZOS KTG uF.SZ. 285145	9
662	11718011-01234028-51450007	HUF	6/26/2020	Bejovo forint atutalas	Szekeres Lajos	01234567-98765432	115037	285145 ugyfel szam. Kocsis gyula   Bimbo Sandor 9.  kozos koltseg	5
663	11718011-01234028-51450007	HUF	6/30/2020		Int.Appl. to   30/06/20	01234567-98765432	0.28		102
664	11718011-01234028-51450007	HUF	6/30/2020		CRT to         30/06/20	01234567-98765432	-0.04		101
665	11718011-01234028-51450007	HUF	6/30/2020		Szlafenntart./zarlati dij	01234567-98765432	-748		101
666	11718011-01234028-51450007	HUF	6/30/2020		Szamlacsomag havi dij	01234567-98765432	-1176		101
667	11718011-01234028-51450007	HUF	6/30/2020		Konyvelesi teteldij-PTI	01234567-98765432	-87.58		101
668	11718011-01234028-51450007	HUF	6/30/2020		Konyvelesi teteldij 'IZV'	01234567-98765432	-11		101
669	11718011-01234028-51450007	HUF	6/30/2020		Allando megbizas dija	01234567-98765432	-107		101
670	11718011-01234028-51450007	HUF	6/30/2020		Konyvelesi teteldij	01234567-98765432	-66		101
671	11718011-01234028-51450007	HUF	7/2/2020	Bejovo forint atutalas	Erdei Eniko	01234567-98765432	14340	Kisvarday-Papp kozos ktsg	7
672	11718011-01234028-51450007	HUF	7/3/2020	Kimeno forint atutalas	 D&W  Kft	01234567-98765432	-27000	kozos kepviseleti dij	51
673	11718011-01234028-51450007	HUF	7/14/2020	Bejovo forint atutalas	Szekeres Lajos	01234567-98765432	10156	FSZT 2. KOZOS KSG JANUAR	2
674	11718011-01234028-51450007	HUF	7/16/2020	Bejovo forint atutalas	Bond Jakab ES NEJE   LAFO	01234567-98765432	6300	KOZOS KTG uF.SZ. 285145	9
675	11718011-01234028-51450007	HUF	7/30/2020	Bejovo forint atutalas	NAGY GEZANE	01234567-98765432	28680	Kozos koltseg:augusztus, szeptemberNAGY GEZANE	3
676	11718011-01234028-51450007	HUF	7/31/2020		Szlafenntart./zarlati dij	01234567-98765432	-748		101
677	11718011-01234028-51450007	HUF	7/31/2020		Szamlacsomag havi dij	01234567-98765432	-1176		101
678	11718011-01234028-51450007	HUF	7/31/2020		Konyvelesi teteldij-PTI	01234567-98765432	-87.51		101
679	11718011-01234028-51450007	HUF	7/31/2020		Konyvelesi teteldij 'IZV'	01234567-98765432	-11		101
680	11718011-01234028-51450007	HUF	7/31/2020		Allando megbizas dija	01234567-98765432	-107		101
681	11718011-01234028-51450007	HUF	7/31/2020		Konyvelesi teteldij	01234567-98765432	-44		101
682	11718011-01234028-51450007	HUF	8/3/2020	Bejovo forint atutalas	Smith Pal	01234567-98765432	98894	ugyfelszam: 285145, Smith Pal,  2019+2020.07-08. kozos koltseg +   Fundamenta + kepviseleti dij	1
683	11718011-01234028-51450007	HUF	8/3/2020	Bejovo forint atutalas	Erdei Eniko	01234567-98765432	14340	Kisvarday-Papp kozos ktsg	7
684	11718011-01234028-51450007	HUF	8/4/2020	Kimeno forint atutalas	 D&W  Kft	01234567-98765432	-27000	kozos kepviseleti dij	51
685	11718011-01234028-51450007	HUF	8/5/2020	Kimeno forint atutalas	INTERBRIDGE-TRADE KFT.	01234567-98765432	-88900	II. Bimbo Sandor u. 9/a; Kontener szallitasa 8m3-es; Kiszallitas: 2020.08.04	0
686	11718011-01234028-51450007	HUF	8/7/2020	Bejovo forint atutalas	Bond Jakab ES NEJE   LAFO	01234567-98765432	64320	KOZOS KTG uF.SZ.285145	9
687	11718011-01234028-51450007	HUF	8/12/2020	Kimeno forint atutalas	INTERBRIDGE-TRADE KFT.	01234567-98765432	-88900	Sorszam: E-MP-2020-151; kontener kert takaritashoz Bak Attila informacioi alapjan, 2. szallitas	0
688	11718011-01234028-51450007	HUF	8/14/2020	Bejovo forint atutalas	Szekeres Lajos	01234567-98765432	10156	FSZT 2. KOZOS KSG JANUAR	2
689	11718011-01234028-51450007	HUF	8/17/2020	Bejovo forint atutalas	Bond Jakab ES NEJE   LAFO	01234567-98765432	14340	KOZOS KTG uF.SZ. 285145	9
690	11718011-01234028-51450007	HUF	8/31/2020		Szlafenntart./zarlati dij	01234567-98765432	-748		101
691	11718011-01234028-51450007	HUF	8/31/2020		Szamlacsomag havi dij	01234567-98765432	-1176		101
692	11718011-01234028-51450007	HUF	8/31/2020		Konyvelesi teteldij-PTI	01234567-98765432	-623.29		101
693	11718011-01234028-51450007	HUF	8/31/2020		Konyvelesi teteldij 'IZV'	01234567-98765432	-11		101
694	11718011-01234028-51450007	HUF	8/31/2020		Bankon bel.atut.jut-SpNet	01234567-98765432	-236		101
695	11718011-01234028-51450007	HUF	8/31/2020		Allando megbizas dija	01234567-98765432	-107		101
696	11718011-01234028-51450007	HUF	8/31/2020		Konyvelesi teteldij	01234567-98765432	-66		101
697	11718011-01234028-51450007	HUF	8/31/2020	Bejovo forint atutalas	Balogh Gabor ERVIN	01234567-98765432	199274	Kozos koltseg2020. aug. 31-ig	4
698	11718011-01234028-51450007	HUF	9/2/2020	Bejovo forint atutalas	Erdei Eniko	01234567-98765432	14340	Kisvarday-Papp kozos ktsg	7
699	11718011-01234028-51450007	HUF	9/4/2020	Kimeno forint atutalas	 D&W  Kft	01234567-98765432	-27000	kozos kepviseleti dij	51
700	11718011-01234028-51450007	HUF	9/8/2020	Bejovo forint atutalas	SZABO Tibor  LAFO	01234567-98765432	300000	KOZOS KTG uGYFELSZAM: 285145	6
701	11718011-01234028-51450007	HUF	9/14/2020	Bejovo forint atutalas	Balogh Gabor ERVIN	01234567-98765432	14378	Retai kozos koltseg 2020 szeptember	4
702	11718011-01234028-51450007	HUF	9/14/2020	Bejovo forint atutalas	Szekeres Lajos	01234567-98765432	10156	FSZT 2. KOZOS KSG JANUAR	2
703	11718011-01234028-51450007	HUF	9/16/2020	Bejovo forint atutalas	Bond Jakab ES NEJE   LAFO	01234567-98765432	14340	KOZOS KTG uF.SZ. 285145	9
704	11718011-01234028-51450007	HUF	9/30/2020		Int.Appl. to   30/09/20	01234567-98765432	0.37		102
705	11718011-01234028-51450007	HUF	9/30/2020		CRT to         30/09/20	01234567-98765432	-0.06		101
706	11718011-01234028-51450007	HUF	9/30/2020		Szamlacsomag havi dij	01234567-98765432	-1176		101
707	11718011-01234028-51450007	HUF	9/30/2020		Szlafenntart./zarlati dij	01234567-98765432	-748		101
708	11718011-01234028-51450007	HUF	9/30/2020		Konyvelesi teteldij-PTI	01234567-98765432	-87.55		101
709	11718011-01234028-51450007	HUF	9/30/2020		Konyvelesi teteldij 'IZV'	01234567-98765432	-11		101
710	11718011-01234028-51450007	HUF	9/30/2020		Allando megbizas dija	01234567-98765432	-107		101
711	11718011-01234028-51450007	HUF	9/30/2020		Konyvelesi teteldij	01234567-98765432	-55		101
712	11718011-01234028-51450007	HUF	10/2/2020	Bejovo forint atutalas	NAGY GEZANE	01234567-98765432	28680	Kozos koltseg: Oktober, November   NAGY GEZANE	3
713	11718011-01234028-51450007	HUF	10/2/2020	Bejovo forint atutalas	Erdei Eniko	01234567-98765432	14340	Kisvarday-Papp kozos ktsg	7
714	11718011-01234028-51450007	HUF	10/2/2020	Kimeno forint atutalas	 D&W  Kft	01234567-98765432	-27000	kozos kepviseleti dij	51
715	11718011-01234028-51450007	HUF	10/12/2020	Bejovo forint atutalas	Balogh Gabor ERVIN	01234567-98765432	14378	Retai kozos koltseg	4
716	11718011-01234028-51450007	HUF	10/14/2020	Bejovo forint atutalas	Szekeres Lajos	01234567-98765432	10156	FSZT 2. KOZOS KSG JANUAR	2
717	11718011-01234028-51450007	HUF	10/16/2020	Bejovo forint atutalas	Bond Jakab ES NEJE   LAFO	01234567-98765432	14340	KOZOS KTG uF.SZ. 285145	9
718	11718011-01234028-51450007	HUF	10/31/2020		Szlafenntart./zarlati dij	01234567-98765432	-748		101
719	11718011-01234028-51450007	HUF	10/31/2020		Szamlacsomag havi dij	01234567-98765432	-1176		101
720	11718011-01234028-51450007	HUF	10/31/2020		Konyvelesi teteldij-PTI	01234567-98765432	-87.55		101
721	11718011-01234028-51450007	HUF	10/31/2020		Konyvelesi teteldij 'IZV'	01234567-98765432	-11		101
722	11718011-01234028-51450007	HUF	10/31/2020		Allando megbizas dija	01234567-98765432	-107		101
723	11718011-01234028-51450007	HUF	10/31/2020		Konyvelesi teteldij	01234567-98765432	-55		101
724	11718011-01234028-51450007	HUF	11/2/2020	Bejovo forint atutalas	Erdei Eniko	01234567-98765432	14340	Kisvarday-Papp kozos ktsg	7
725	11718011-01234028-51450007	HUF	11/3/2020	Bejovo forint atutalas	Szekeres Lajos	01234567-98765432	60000	aug.2 tol dec31-iig kozoskoltseg   hatralek.Rndrodi-9/a elso emelet	5
726	11718011-01234028-51450007	HUF	11/4/2020	Kimeno forint atutalas	 D&W  Kft	01234567-98765432	-27000	kozos kepviseleti dij	51
727	11718011-01234028-51450007	HUF	11/10/2020	Kimeno forint atutalas	Bak Attila	01234567-98765432	-437060	WRCSA 2989403 - kert tisztitas + zold hulladek elszallitasa	0
728	11718011-01234028-51450007	HUF	11/10/2020	Kimeno forint atutalas	ELMu-EMASZ	01234567-98765432	-15407	Szamlasorszama: 843101905988	52
729	11718011-01234028-51450007	HUF	11/10/2020	Kimeno forint atutalas	Fovarosi Csatornazasi Muvek	01234567-98765432	-27849	0000140166428270; 711584552	52
730	11718011-01234028-51450007	HUF	11/11/2020	Kimeno forint atutalas	Ejjel-Nappal uzemzavarelharitas Kft.	01234567-98765432	-26308	WSCSA 4121212 - elektromos hiba elharitasa	0
731	11718011-01234028-51450007	HUF	11/11/2020	Kimeno forint atutalas	1 Dream Talk Bt	01234567-98765432	-1080	000181/2020 - nyomda kozgyuleshez	0
732	11718011-01234028-51450007	HUF	11/11/2020	Kimeno forint atutalas	Rovarirtas-OK Kft.	01234567-98765432	-48260	RVRRT-2020-163 - ragcsalo mentesites kozos teruleteken	0
733	11718011-01234028-51450007	HUF	11/11/2020	Kimeno forint atutalas	ESZTFO Bt.	01234567-98765432	-19050	NL6SA 1839453 - kapujavitas es beallitas	0
734	11718011-01234028-51450007	HUF	11/16/2020	Bejovo forint atutalas	Bond Jakab ES NEJE   LAFO	01234567-98765432	14340	KOZOS KTG uF.SZ. 285145	9
735	11718011-01234028-51450007	HUF	11/16/2020	Bejovo forint atutalas	Szekeres Lajos	01234567-98765432	10156	FSZT 2. KOZOS KSG JANUAR	2
736	11718011-01234028-51450007	HUF	11/17/2020	Bejovo forint atutalas	Balogh Gabor ERVIN	01234567-98765432	14378	Retai kozos koltseg	4
737	11718011-01234028-51450007	HUF	11/30/2020		Konyvelesi teteldij-PTI	01234567-98765432	-1821.49		101
738	11718011-01234028-51450007	HUF	11/30/2020		Szamlacsomag havi dij	01234567-98765432	-1176		101
739	11718011-01234028-51450007	HUF	11/30/2020		Szlafenntart./zarlati dij	01234567-98765432	-748		101
740	11718011-01234028-51450007	HUF	11/30/2020		Konyvelesi teteldij 'IZV'	01234567-98765432	-11		101
741	11718011-01234028-51450007	HUF	11/30/2020		Atutalasi Jut -SpectraNet	01234567-98765432	-1228.1		101
742	11718011-01234028-51450007	HUF	11/30/2020		Allando megbizas dija	01234567-98765432	-107		101
743	11718011-01234028-51450007	HUF	11/30/2020		Konyvelesi teteldij	01234567-98765432	-66		101
744	11718011-01234028-51450007	HUF	11/30/2020	Bejovo forint atutalas	NAGY GEZANE	01234567-98765432	28680	NAGY GEZANE kozos koltseg       2020 december, 2021 Januar	3
745	11718011-01234028-51450007	HUF	12/2/2020	Bejovo forint atutalas	Erdei Eniko	01234567-98765432	14340	Kisvarday-Papp kozos ktsg	7
746	11718011-01234028-51450007	HUF	12/4/2020	Kimeno forint atutalas	 D&W  Kft	01234567-98765432	-27000	kozos kepviseleti dij	51
747	11718011-01234028-51450007	HUF	12/11/2020	Bejovo forint atutalas	Balogh Gabor ERVIN	01234567-98765432	14378	Retai kozos koltseg	4
748	11718011-01234028-51450007	HUF	12/14/2020	Bejovo forint atutalas	Szekeres Lajos	01234567-98765432	10156	FSZT 2. KOZOS KSG JANUAR	2
749	11718011-01234028-51450007	HUF	12/16/2020	Bejovo forint atutalas	Bond Jakab ES NEJE   LAFO	01234567-98765432	14340	KOZOS KTG uF.SZ. 285145	9
750	11718011-01234028-51450007	HUF	12/31/2020		Int.Appl. to   31/12/20	01234567-98765432	0.41		102
751	11718011-01234028-51450007	HUF	12/31/2020		CRT to         31/12/20	01234567-98765432	-0.06		101
752	11718011-01234028-51450007	HUF	12/31/2020		Konyvelesi teteldij-PTI	01234567-98765432	-87.51		101
753	11718011-01234028-51450007	HUF	12/31/2020		Szamlacsomag havi dij	01234567-98765432	-1176		101
754	11718011-01234028-51450007	HUF	12/31/2020		Szlafenntart./zarlati dij	01234567-98765432	-748		101
755	11718011-01234028-51450007	HUF	12/31/2020		Konyvelesi teteldij 'IZV'	01234567-98765432	-11		101
756	11718011-01234028-51450007	HUF	12/31/2020		Allando megbizas dija	01234567-98765432	-107		101
757	11718011-01234028-51450007	HUF	12/31/2020		Konyvelesi teteldij	01234567-98765432	-44		101
758	11718011-01234028-51450007	HUF	1/4/2021	Kimeno forint atutalas	 D&W  Kft	01234567-98765432	-27000	kozos kepviseleti dij	51
759	11718011-01234028-51450007	HUF	1/5/2021	Bejovo forint atutalas	Smith Pal	01234567-98765432	57360	ugyfelszam: 285145, Smith Pal   2020.09-10-11-12 kozos koltseg havikozoskoltseg+Fundamenta	1
769	11718011-01234028-51450007	HUF	1/12/2021	Bejovo forint atutalas	Balogh Gabor ERVIN	01234567-98765432	14378	Retai kozos koltseg	4
770	11718011-01234028-51450007	HUF	1/13/2021	Bejovo forint atutalas	Erdei Eniko	01234567-98765432	14340	2021.01. kozos ktsg es felujitasi  alap	7
771	11718011-01234028-51450007	HUF	1/14/2021	Bejovo forint atutalas	Szekeres Lajos	01234567-98765432	10156	FSZT 2. KOZOS KSG JANUAR	2
772	11718011-01234028-51450007	HUF	1/18/2021	Bejovo forint atutalas	Bond Jakab ES NEJE   LAFO	01234567-98765432	14340	KOZOS KTG uF.SZ. 285145	9
773	11718011-01234028-51450007	HUF	1/19/2021	Bejovo forint atutalas	Balogh Gabor ERVIN	01234567-98765432	200534	2013-2018 kozos koltseg hatralek	4
774	11718011-01234028-51450007	HUF	1/27/2021	Bejovo forint atutalas	Smith Pal	01234567-98765432	370786	ugyfelszam: 285145 Smith Pal    kozos koltseg hatralek 2012-2020	1
775	11718011-01234028-51450007	HUF	1/31/2021		Konyvelesi teteldij-PTI	01234567-98765432	-87.61		101
776	11718011-01234028-51450007	HUF	1/31/2021		Szlafenntart./zarlati dij	01234567-98765432	-748		101
777	11718011-01234028-51450007	HUF	1/31/2021		Szamlacsomag havi dij	01234567-98765432	-1176		101
778	11718011-01234028-51450007	HUF	1/31/2021		Konyvelesi teteldij 'IZV'	01234567-98765432	-11		101
779	11718011-01234028-51450007	HUF	1/31/2021		Allando megbizas dija	01234567-98765432	-107		101
780	11718011-01234028-51450007	HUF	1/31/2021		Konyvelesi teteldij	01234567-98765432	-77		101
781	11718011-01234028-51450007	HUF	2/1/2021	Bejovo forint atutalas	NAGY GEZANE	01234567-98765432	28680	NAGY GEZANE Kozos koltseg       2021 februar-marcius	3
782	11718011-01234028-51450007	HUF	2/2/2021	Bejovo forint atutalas	Erdei Eniko	01234567-98765432	14340	Kisvarday-Papp kozos ktsg	7
783	11718011-01234028-51450007	HUF	2/4/2021	Kimeno forint atutalas	 D&W  Kft	01234567-98765432	-27000	kozos kepviseleti dij	51
784	11718011-01234028-51450007	HUF	2/5/2021	Bejovo forint atutalas	NAGY GEZANE	01234567-98765432	287336	NAGY GEZANE                     Korabbi evek kozos koltseg rendezes	3
785	11718011-01234028-51450007	HUF	2/12/2021	Bejovo forint atutalas	Szekeres Lajos	01234567-98765432	100000	Bimbo.1emkozos koltseg marc.31-ig	5
786	11718011-01234028-51450007	HUF	2/15/2021	Bejovo forint atutalas	Balogh Gabor ERVIN	01234567-98765432	14378	Retai kozos koltseg	4
787	11718011-01234028-51450007	HUF	2/15/2021	Bejovo forint atutalas	Szekeres Lajos	01234567-98765432	10156	FSZT 2. KOZOS KSG JANUAR	2
788	11718011-01234028-51450007	HUF	2/16/2021	Bejovo forint atutalas	Bond Jakab ES NEJE   LAFO	01234567-98765432	14340	KOZOS KTG uF.SZ. 285145	9
789	11718011-01234028-51450007	HUF	2/28/2021		Szlafenntart./zarlati dij	01234567-98765432	-748		101
790	11718011-01234028-51450007	HUF	2/28/2021		Szamlacsomag havi dij	01234567-98765432	-1176		101
791	11718011-01234028-51450007	HUF	2/28/2021		Konyvelesi teteldij-PTI	01234567-98765432	-87.61		101
792	11718011-01234028-51450007	HUF	2/28/2021		Konyvelesi teteldij 'IZV'	01234567-98765432	-11		101
793	11718011-01234028-51450007	HUF	2/28/2021		Allando megbizas dija	01234567-98765432	-107		101
794	11718011-01234028-51450007	HUF	2/28/2021		Konyvelesi teteldij	01234567-98765432	-77		101
795	11718011-01234028-51450007	HUF	3/2/2021	Bejovo forint atutalas	Erdei Eniko	01234567-98765432	14340	Kisvarday-Papp kozos ktsg	7
796	11718011-01234028-51450007	HUF	3/4/2021	Kimeno forint atutalas	 D&W  Kft	01234567-98765432	-27000	kozos kepviseleti dij	51
797	11718011-01234028-51450007	HUF	3/10/2021	Kimeno forint atutalas	ORBAN GERGELY, 53652735	01234567-98765432	-40000	OG-2021-2, a leszakadt borostyan eltavolitasa surgosseggel, mivel a leszakadt borostyan a falat es az elektromos vezeteket is veszelyeztette	0
798	11718011-01234028-51450007	HUF	3/15/2021	Bejovo forint atutalas	Smith Pal	01234567-98765432	57360	ugyfelszam: 285145, Smith Pal   2021.01-02-03-04 kozos koltseg havikozoskoltseg+Fundamenta	1
799	11718011-01234028-51450007	HUF	3/16/2021	Bejovo forint atutalas	Bond Jakab ES NEJE   LAFO	01234567-98765432	14340	KOZOS KTG uF.SZ. 285145	9
800	11718011-01234028-51450007	HUF	3/16/2021	Bejovo forint atutalas	Szekeres Lajos	01234567-98765432	10156	FSZT 2. KOZOS KSG JANUAR	2
801	11718011-01234028-51450007	HUF	3/31/2021		Int.Appl. to   31/03/21	01234567-98765432	0.54		102
802	11718011-01234028-51450007	HUF	3/31/2021		CRT to         31/03/21	01234567-98765432	-0.08		101
803	11718011-01234028-51450007	HUF	3/31/2021		Konyvelesi teteldij-PTI	01234567-98765432	-208.22		101
804	11718011-01234028-51450007	HUF	3/31/2021		Szamlacsomag havi dij	01234567-98765432	-1176		101
805	11718011-01234028-51450007	HUF	3/31/2021		Szlafenntart./zarlati dij	01234567-98765432	-748		101
806	11718011-01234028-51450007	HUF	3/31/2021		Konyvelesi teteldij 'IZV'	01234567-98765432	-11		101
807	11718011-01234028-51450007	HUF	3/31/2021		Atutalasi Jut -SpectraNet	01234567-98765432	-118		101
808	11718011-01234028-51450007	HUF	3/31/2021		Allando megbizas dija	01234567-98765432	-107		101
809	11718011-01234028-51450007	HUF	3/31/2021		Konyvelesi teteldij	01234567-98765432	-44		101
951	11718011-01234028-51450007	HUF	4/1/2021	Bejovo forint atutalas	Balogh Gabor ERVIN	01234567-98765432	14378	Retai kozos koltseg 2021. marcius	4
952	11718011-01234028-51450007	HUF	4/1/2021	Kimeno forint atutalas	 D&W  Kft	01234567-98765432	-27000	kozos kepviseleti dij	51
953	11718011-01234028-51450007	HUF	4/6/2021	Bejovo forint atutalas	Erdei Eniko	01234567-98765432	14340	Kisvarday-Papp kozos ktsg	7
954	11718011-01234028-51450007	HUF	4/8/2021	Bejovo forint atutalas	NAGY GEZANE	01234567-98765432	28680	NAGY GEZANE kozos koltseg       2021. aprilis-majus	3
955	11718011-01234028-51450007	HUF	4/13/2021	Kimeno forint atutalas	Dr. Poth Antal Egyeni ugyvedi leteti szamla	01234567-98765432	-8000	Sztojka Szilvia fizetesi meghagyas illeteke -eljaro ugyved Dr. Poth Antal	0
956	11718011-01234028-51450007	HUF	4/14/2021	Bejovo forint atutalas	Szekeres Lajos	01234567-98765432	10156	FSZT 2. KOZOS KSG JANUAR	2
957	11718011-01234028-51450007	HUF	4/15/2021	Bejovo forint atutalas	Balogh Gabor ERVIN	01234567-98765432	14378	Retai kozos koltseg	4
958	11718011-01234028-51450007	HUF	4/16/2021	Bejovo forint atutalas	Bond Jakab ES NEJE   LAFO	01234567-98765432	14340	KOZOS KTG uF.SZ. 285145	9
959	11718011-01234028-51450007	HUF	4/17/2021	Kimeno forint atutalas	dr Poth Antal Egyeni ugyved -uzemi	01234567-98765432	-20000	2021-000055; Lopez Jennifer FMH -ugyvedi eljarasi dij	0
960	11718011-01234028-51450007	HUF	4/21/2021	Bejovo forint atutalas	Szekeres Lajos	01234567-98765432	120000	Bimbo-9/a  kozoskoltseg	5
961	11718011-01234028-51450007	HUF	4/30/2021		Konyvelesi teteldij-PTI	01234567-98765432	-172.58		101
962	11718011-01234028-51450007	HUF	4/30/2021		Szamlacsomag havi dij	01234567-98765432	-1176		101
963	11718011-01234028-51450007	HUF	4/30/2021		Szlafenntart./zarlati dij	01234567-98765432	-748		101
964	11718011-01234028-51450007	HUF	4/30/2021		Konyvelesi teteldij 'IZV'	01234567-98765432	-11		101
965	11718011-01234028-51450007	HUF	4/30/2021		Atutalasi Jut -SpectraNet	01234567-98765432	-236		101
966	11718011-01234028-51450007	HUF	4/30/2021		Allando megbizas dija	01234567-98765432	-107		101
967	11718011-01234028-51450007	HUF	4/30/2021		Konyvelesi teteldij	01234567-98765432	-77		101
968	11718011-01234028-51450007	HUF	5/3/2021	Bejovo forint atutalas	Erdei Eniko	01234567-98765432	14340	Kisvarday-Papp kozos ktsg	7
969	11718011-01234028-51450007	HUF	5/4/2021	Kimeno forint atutalas	 D&W  Kft	01234567-98765432	-27000	kozos kepviseleti dij	51
970	11718011-01234028-51450007	HUF	5/6/2021	Bejovo forint atutalas	SZABO Tibor  LAFO	01234567-98765432	57512	SZABO Tibor KOZOS KTG 29881000185	6
971	11718011-01234028-51450007	HUF	5/14/2021	Bejovo forint atutalas	Szekeres Lajos	01234567-98765432	10156	FSZT 2. KOZOS KSG JANUAR	2
972	11718011-01234028-51450007	HUF	5/15/2021	Bejovo forint atutalas	Balogh Gabor ERVIN	01234567-98765432	14378	Retai kozos koltseg	4
973	11718011-01234028-51450007	HUF	5/17/2021	Bejovo forint atutalas	Bond Jakab ES NEJE   LAFO	01234567-98765432	14340	KOZOS KTG uF.SZ. 285145	9
974	11718011-01234028-51450007	HUF	5/28/2021	Bejovo forint atutalas	Lopez Jennifer	01234567-98765432	234441		8
1088	11718011-01234028-51450007	HUF	5/31/2021		Konyvelesi teteldij-PTI	01234567-98765432	-87.73		101
1089	11718011-01234028-51450007	HUF	5/31/2021		Szamlacsomag havi dij	01234567-98765432	-1207		101
1090	11718011-01234028-51450007	HUF	5/31/2021		Szlafenntart./zarlati dij	01234567-98765432	-768		101
1091	11718011-01234028-51450007	HUF	5/31/2021		Konyvelesi teteldij 'IZV'	01234567-98765432	-11		101
1092	11718011-01234028-51450007	HUF	5/31/2021		Allando megbizas dija	01234567-98765432	-107		101
1093	11718011-01234028-51450007	HUF	5/31/2021		Konyvelesi teteldij	01234567-98765432	-66		101
1094	11718011-01234028-51450007	HUF	6/1/2021	Kimeno forint atutalas	KATAI 2006 Epitoipar, Kereskedelmi es Szolgaltato BT	01234567-98765432	-77470	KATAI-2021-153 Bejarati ajto es burkolat	0
1095	11718011-01234028-51450007	HUF	6/1/2021	Kimeno forint atutalas	Fovarosi Csatornazasi Muvek	01234567-98765432	-38111	41193SZE21	52
1096	11718011-01234028-51450007	HUF	6/1/2021	Kimeno forint atutalas	ELMu -EMASZ	01234567-98765432	-5088	2601191615; 842002796824	52
1097	11718011-01234028-51450007	HUF	6/1/2021	Kimeno forint atutalas	Matyja Istvan Laszlone	01234567-98765432	-50000	zoldterulet gondozas	0
1098	11718011-01234028-51450007	HUF	6/1/2021	Kimeno forint atutalas	ELMu-EMASZ ugyfelszolgalati Kft.	01234567-98765432	-2186	2601191608; 401268/0/4699	52
1099	11718011-01234028-51450007	HUF	6/2/2021	Bejovo forint atutalas	Erdei Eniko	01234567-98765432	14340	Kisvarday-Papp kozos ktsg	7
1100	11718011-01234028-51450007	HUF	6/4/2021	Kimeno forint atutalas	 D&W  Kft	01234567-98765432	-27000	kozos kepviseleti dij	51
1101	11718011-01234028-51450007	HUF	6/4/2021	Bejovo forint atutalas	NAGY GEZANE	01234567-98765432	14378	NAGY GEZANE fsz 3	3
1102	11718011-01234028-51450007	HUF	6/14/2021	Bejovo forint atutalas	Szekeres Lajos	01234567-98765432	10156	FSZT 2. KOZOS KSG JANUAR	2
1103	11718011-01234028-51450007	HUF	6/16/2021	Bejovo forint atutalas	Bond Jakab ES NEJE   LAFO	01234567-98765432	14340	KOZOS KTG uF.SZ. 285145	9
1104	11718011-01234028-51450007	HUF	6/27/2021	Bejovo forint atutalas	Balogh Gabor ERVIN	01234567-98765432	14378	Retai kozos koltseg	4
1105	11718011-01234028-51450007	HUF	6/30/2021		Int.Appl. to   30/06/21	01234567-98765432	0.69		102
1106	11718011-01234028-51450007	HUF	6/30/2021		CRT to         30/06/21	01234567-98765432	-0.1		101
1107	11718011-01234028-51450007	HUF	6/30/2021		Konyvelesi teteldij-PTI	01234567-98765432	-609.64		101
1108	11718011-01234028-51450007	HUF	6/30/2021		Szamlacsomag havi dij	01234567-98765432	-1207		101
1109	11718011-01234028-51450007	HUF	6/30/2021		Szlafenntart./zarlati dij	01234567-98765432	-768		101
1110	11718011-01234028-51450007	HUF	6/30/2021		Konyvelesi teteldij 'IZV'	01234567-98765432	-11		101
1111	11718011-01234028-51450007	HUF	6/30/2021		Atutalasi Jut -SpectraNet	01234567-98765432	-605		101
1112	11718011-01234028-51450007	HUF	6/30/2021		Allando megbizas dija	01234567-98765432	-107		101
1113	11718011-01234028-51450007	HUF	6/30/2021		Konyvelesi teteldij	01234567-98765432	-55		101
1114	11718011-01234028-51450007	HUF	7/2/2021	Bejovo forint atutalas	Erdei Eniko	01234567-98765432	14340	Kisvarday-Papp kozos ktsg	7
1115	11718011-01234028-51450007	HUF	7/2/2021	Kimeno forint atutalas	 D&W  Kft	01234567-98765432	-27000	kozos kepviseleti dij	51
